,source node,target node,rating,time
6366,1420,1217,5,2011-08-13 19:06:19.229449984
6367,882,904,3,2011-08-13 21:36:55.144769792
6368,904,882,3,2011-08-13 21:37:30.731030016
6369,664,1376,2,2011-08-13 21:45:40.934370048
6370,1421,545,1,2011-08-13 23:16:05.095429888
6371,468,428,2,2011-08-14 01:44:35.147320064
6372,1415,468,2,2011-08-14 01:45:14.287249920
6373,468,1415,2,2011-08-14 01:58:06.194579968
6374,1376,664,2,2011-08-14 01:59:19.217200128
6375,417,1422,2,2011-08-14 04:48:41.464279808
6376,468,1423,2,2011-08-14 12:20:17.796019968
6377,1423,468,2,2011-08-14 12:23:33.009720064
6378,468,1352,2,2011-08-14 14:08:20.752489984
6379,1352,468,2,2011-08-14 14:09:11.769520128
6380,468,1207,2,2011-08-14 14:33:48.847099904
6381,468,1222,3,2011-08-14 14:49:16.340620032
6382,1222,468,3,2011-08-14 15:01:12.053220096
6383,149,1267,2,2011-08-14 17:24:14.872140032
6384,1286,1162,1,2011-08-14 18:09:35.153070080
6385,1422,417,2,2011-08-14 19:51:12.804989952
6386,1422,209,2,2011-08-14 19:51:27.460580096
6387,1422,280,2,2011-08-14 19:52:16.681600000
6388,905,1366,1,2011-08-14 20:14:35.960630016
6389,41,1422,1,2011-08-14 21:17:59.019259904
6390,1422,41,1,2011-08-14 21:19:47.586280192
6391,1207,468,1,2011-08-14 22:46:33.050380032
6392,468,470,1,2011-08-14 23:29:18.916819968
6393,470,468,1,2011-08-14 23:29:42.666230016
6394,937,1275,1,2011-08-15 03:40:12.814220032
6395,937,1424,1,2011-08-15 03:55:45.285389824
6396,1424,937,1,2011-08-15 04:02:32.647589888
6397,1275,937,1,2011-08-15 04:36:27.811120128
6398,7,235,5,2011-08-15 06:41:45.185720064
6399,468,13,1,2011-08-15 06:58:06.980679936
6400,13,468,1,2011-08-15 06:59:20.146509824
6401,1034,1348,2,2011-08-15 07:01:20.885319936
6402,1400,41,1,2011-08-15 07:12:56.570290176
6403,41,1400,1,2011-08-15 07:13:00.594510080
6404,516,468,1,2011-08-15 07:44:49.474759936
6405,468,516,3,2011-08-15 07:45:47.534279936
6406,516,13,1,2011-08-15 08:32:13.284770048
6407,13,516,1,2011-08-15 08:32:14.828079872
6408,1217,1034,2,2011-08-15 10:59:22.498300160
6409,1034,1217,2,2011-08-15 11:00:50.544989952
6410,1217,1413,2,2011-08-15 14:15:46.869070080
6411,1413,1217,2,2011-08-15 14:16:33.350470144
6412,1383,149,1,2011-08-15 15:04:04.385839872
6413,1348,1034,2,2011-08-15 15:56:20.172399872
6414,1034,832,-10,2011-08-15 18:59:56.899660032
6415,1162,1034,1,2011-08-15 19:06:33.741459968
6416,1034,1162,1,2011-08-15 19:06:56.325260032
6417,1384,635,10,2011-08-15 21:55:52.712219904
6418,1366,905,4,2011-08-16 00:12:58.402620160
6419,35,729,1,2011-08-16 10:19:56.441960192
6420,729,35,1,2011-08-16 10:20:12.076430080
6421,468,729,5,2011-08-16 12:17:10.248239872
6422,729,468,5,2011-08-16 12:18:35.449280000
6423,775,1425,3,2011-08-16 16:58:16.764979968
6424,1366,1426,1,2011-08-16 18:37:17.114109952
6425,1425,775,2,2011-08-16 18:43:55.710469888
6426,1426,1366,1,2011-08-16 18:44:52.517420032
6427,1426,35,1,2011-08-16 18:58:17.588870144
6428,546,207,1,2011-08-16 19:53:17.418960128
6429,207,546,1,2011-08-16 20:34:25.189979904
6430,1312,1426,1,2011-08-16 22:28:45.218099968
6431,1426,1312,1,2011-08-16 22:37:22.126859776
6432,149,468,3,2011-08-16 23:47:54.064870144
6433,468,149,5,2011-08-16 23:49:01.968519936
6434,1062,1427,1,2011-08-16 23:58:59.926380032
6435,1062,1410,1,2011-08-16 23:59:53.168450048
6436,522,1376,3,2011-08-17 00:55:42.414860032
6437,1376,1,1,2011-08-17 01:37:05.050739968
6438,468,705,2,2011-08-17 05:13:47.666880000
6439,705,468,2,2011-08-17 05:18:48.227859968
6440,7,1428,1,2011-08-17 11:08:08.902460160
6441,1427,1062,1,2011-08-17 12:42:34.138439936
6442,468,113,7,2011-08-17 14:34:47.517169920
6443,113,468,7,2011-08-17 15:34:12.195159808
6444,149,78,1,2011-08-17 19:54:43.147890176
6445,1396,705,1,2011-08-18 00:51:51.362579968
6446,705,1396,1,2011-08-18 00:55:46.013509888
6447,468,1429,1,2011-08-18 02:36:28.780459776
6448,1429,468,1,2011-08-18 02:50:30.008569856
6449,468,592,2,2011-08-18 04:39:43.599790080
6450,592,468,2,2011-08-18 04:40:59.448730112
6451,635,468,1,2011-08-18 08:23:45.656080128
6452,468,635,1,2011-08-18 08:24:48.102969856
6453,468,545,1,2011-08-18 13:41:06.153609984
6454,921,1396,4,2011-08-18 15:12:36.728509952
6455,1396,921,4,2011-08-18 15:13:21.318099968
6456,468,1430,2,2011-08-18 17:43:17.955089920
6457,1430,468,3,2011-08-18 17:44:41.386320128
6458,1217,465,1,2011-08-18 19:22:24.187320064
6459,465,1217,1,2011-08-18 19:23:16.463130112
6460,1317,1431,1,2011-08-18 20:20:15.746680064
6461,35,1432,1,2011-08-18 22:42:54.559230208
6462,1432,35,1,2011-08-18 22:44:25.311889920
6463,1432,1433,1,2011-08-18 22:44:40.178819840
6464,1379,1207,1,2011-08-19 07:12:02.379859968
6465,35,1434,1,2011-08-19 07:42:41.862479872
6466,1434,35,1,2011-08-19 07:50:39.098779904
6467,468,1034,4,2011-08-19 12:03:10.581580032
6468,1034,468,4,2011-08-19 12:04:07.846739968
6469,1433,1432,1,2011-08-19 15:39:11.771909888
6470,1201,113,2,2011-08-19 16:28:54.059869952
6471,113,1201,2,2011-08-19 16:28:59.852050176
6472,1431,1317,1,2011-08-19 18:03:44.549069824
6473,35,1426,1,2011-08-19 19:43:17.980349952
6474,1207,1379,1,2011-08-20 04:41:19.879829760
6475,1034,7,1,2011-08-21 04:18:18.836649984
6476,7,1034,2,2011-08-21 04:18:28.419859968
6477,948,1435,2,2011-08-21 15:34:24.977420032
6478,1435,948,2,2011-08-21 16:47:44.626849792
6479,439,3,1,2011-08-21 16:47:58.916840192
6480,439,62,1,2011-08-21 16:48:17.262860032
6481,1376,905,1,2011-08-21 22:06:06.112819968
6482,1376,781,-5,2011-08-21 22:07:25.414560000
6483,1028,1322,1,2011-08-22 01:14:56.971719936
6484,1322,1028,1,2011-08-22 01:23:28.735869952
6485,905,1401,1,2011-08-22 03:21:46.628499968
6486,1401,905,1,2011-08-22 03:23:08.019160064
6487,725,1383,1,2011-08-22 05:09:37.101910016
6488,1383,725,1,2011-08-22 05:10:13.775200000
6489,417,905,1,2011-08-22 05:13:22.103319808
6490,35,1338,1,2011-08-22 09:37:06.322609920
6491,1338,35,1,2011-08-22 09:37:32.786089984
6492,1185,801,10,2011-08-22 11:42:17.335439872
6493,1338,209,1,2011-08-22 15:18:30.378590208
6494,1383,961,1,2011-08-22 16:47:28.741699840
6495,961,1383,1,2011-08-22 18:41:52.008280064
6496,41,1436,1,2011-08-22 20:10:51.938469888
6497,1317,1368,1,2011-08-22 20:12:51.725619968
6498,1436,41,1,2011-08-22 20:13:56.484420096
6499,1383,465,2,2011-08-22 20:36:48.225469952
6500,465,1383,1,2011-08-22 20:37:05.486629888
6501,1368,1317,3,2011-08-22 22:27:52.071340032
6502,905,209,2,2011-08-22 23:41:37.634040064
6503,209,905,2,2011-08-22 23:41:54.584770048
6504,387,209,1,2011-08-22 23:50:24.115410176
6505,209,387,1,2011-08-22 23:50:37.804120064
6506,935,7,10,2011-08-23 00:40:14.309200128
6507,1401,1358,1,2011-08-23 00:53:05.184989952
6508,7,935,4,2011-08-23 01:30:46.007119872
6509,1436,621,1,2011-08-23 03:15:37.524139776
6510,621,1436,1,2011-08-23 03:17:00.906870016
6511,88,101,9,2011-08-23 04:01:23.627729920
6512,1322,452,1,2011-08-23 04:50:03.876110080
6513,452,1322,1,2011-08-23 04:50:43.457580032
6514,1436,468,2,2011-08-23 04:53:57.803649792
6515,468,1436,2,2011-08-23 04:54:22.624620032
6516,882,729,3,2011-08-24 00:00:20.017199872
6517,417,1005,2,2011-08-24 00:07:48.473649920
6518,729,882,3,2011-08-24 00:08:04.844579840
6519,905,1439,3,2011-08-24 00:18:14.591550208
6520,280,1436,1,2011-08-24 00:29:50.571330048
6521,801,1185,8,2011-08-24 01:29:12.131810048
6522,495,1322,1,2011-08-24 03:21:15.623509760
6523,1322,495,1,2011-08-24 03:24:15.757550080
6524,775,35,5,2011-08-24 09:55:05.181609984
6525,35,1440,1,2011-08-24 12:19:02.010340096
6526,1441,35,1,2011-08-24 12:36:15.744339968
6527,35,1356,1,2011-08-24 14:58:49.803699968
6528,963,1348,2,2011-08-24 17:29:33.853129984
6529,1348,963,2,2011-08-24 17:30:11.616549888
6530,1319,41,1,2011-08-24 19:15:09.660259840
6531,41,1319,1,2011-08-24 19:15:36.689029888
6532,1319,1396,2,2011-08-24 19:43:25.231139840
6533,1396,1319,2,2011-08-24 19:47:11.751499776
6534,1162,540,1,2011-08-24 20:04:03.397239808
6535,41,729,1,2011-08-24 23:51:13.755810048
6536,1376,522,4,2011-08-25 01:55:44.504940032
6537,209,1375,2,2011-08-25 16:21:14.299040000
6538,149,1396,2,2011-08-25 17:01:58.506469888
6539,1396,149,2,2011-08-25 17:19:34.076150016
6540,36,1442,1,2011-08-25 18:46:14.040339968
6541,1442,36,1,2011-08-25 18:51:33.397649920
6542,1375,209,2,2011-08-25 19:40:15.595429888
6543,1115,1348,1,2011-08-25 20:38:27.243580160
6544,1348,1115,1,2011-08-25 20:38:35.369270016
6545,270,1183,3,2011-08-25 23:21:46.300070144
6546,1370,1317,1,2011-08-26 03:08:46.635680000
6547,1439,1438,1,2011-08-26 04:15:40.519980032
6548,1438,1439,1,2011-08-26 04:18:57.553430016
6549,775,1203,1,2011-08-26 09:16:54.622950144
6550,1203,775,1,2011-08-26 13:14:02.356369920
6551,1356,35,1,2011-08-26 14:34:16.200030208
6552,729,41,1,2011-08-26 17:40:56.026010112
6553,729,135,5,2011-08-26 17:44:22.433090048
6554,1162,894,1,2011-08-26 21:37:40.479079936
6555,894,1162,1,2011-08-26 21:44:16.088610048
6556,163,1383,1,2011-08-26 22:39:32.772969984
6557,135,209,1,2011-08-26 23:07:57.848700160
6558,209,135,2,2011-08-26 23:10:52.001179904
6559,468,353,2,2011-08-27 04:15:44.809809920
6560,353,468,1,2011-08-27 04:18:35.511889920
6561,1383,468,2,2011-08-27 04:21:11.115520000
6562,468,1383,2,2011-08-27 04:22:47.499449856
6563,1383,163,1,2011-08-27 04:27:17.734249984
6564,894,1444,1,2011-08-27 09:52:10.328550144
6565,1444,894,2,2011-08-27 09:53:14.910860032
6566,894,832,-1,2011-08-27 09:57:12.614779904
6567,15,729,1,2011-08-27 15:23:06.322700032
6568,1198,1201,1,2011-08-27 17:26:54.122980096
6569,1201,1198,3,2011-08-27 17:28:08.866650112
6570,35,1445,1,2011-08-27 18:14:51.844890112
6571,35,1441,1,2011-08-27 18:15:16.342329856
6572,35,1439,1,2011-08-27 18:22:10.325430016
6573,1439,35,1,2011-08-27 18:25:13.414940160
6574,309,1393,-10,2011-08-28 04:03:44.292870144
6575,309,1308,-10,2011-08-28 04:03:51.133619968
6576,309,1143,-10,2011-08-28 04:04:47.185580032
6577,309,1145,-10,2011-08-28 04:04:52.387909888
6578,32,1201,1,2011-08-28 04:53:22.837240064
6579,1443,1376,2,2011-08-28 06:41:58.046449920
6580,1443,1201,2,2011-08-28 07:06:19.018060032
6581,1201,1443,-10,2011-08-28 15:46:29.947040000
6582,1201,32,1,2011-08-28 18:07:04.041209856
6583,1396,1446,1,2011-08-28 19:56:56.231650048
6584,1376,1443,-1,2011-08-28 21:11:04.330889984
6585,1446,1396,1,2011-08-28 21:16:01.593750016
6586,1368,1412,3,2011-08-28 22:14:23.019560192
6587,1412,1368,1,2011-08-28 22:16:16.721800192
6588,56,35,2,2011-08-28 22:18:04.964359936
6589,35,56,2,2011-08-28 22:19:44.032290048
6590,1317,1370,1,2011-08-29 01:17:44.942460160
6591,1317,468,2,2011-08-29 02:42:20.643549952
6592,468,1317,2,2011-08-29 02:42:42.599219968
6593,937,1302,2,2011-08-29 04:50:19.421950208
6594,1302,937,2,2011-08-29 05:17:21.923419904
6595,1302,832,-10,2011-08-29 05:24:38.132250112
6596,135,1348,1,2011-08-29 06:46:35.031150080
6597,1348,135,1,2011-08-29 06:47:35.287470080
6598,1193,628,-10,2011-08-29 07:04:30.651000064
6599,35,1447,1,2011-08-29 10:43:17.455040000
6600,36,1444,1,2011-08-29 13:15:12.511869952
6601,1444,36,2,2011-08-29 13:16:12.716530176
6602,921,468,3,2011-08-29 15:31:26.313790208
6603,468,921,3,2011-08-29 15:31:39.209719808
6604,439,309,1,2011-08-29 18:30:33.110370048
6605,1094,1386,1,2011-08-30 03:54:39.838150144
6606,1441,95,1,2011-08-30 06:45:31.411200000
6607,1376,309,1,2011-08-30 07:23:13.434779904
6608,1317,922,2,2011-08-30 11:46:48.532049920
6609,922,1317,2,2011-08-30 12:11:38.358149888
6610,729,15,1,2011-08-30 13:27:55.096580096
6611,35,1417,1,2011-08-30 14:28:01.367280128
6612,209,1338,2,2011-08-30 16:05:58.296800000
6613,1417,35,1,2011-08-30 16:43:38.474510080
6614,1383,1448,1,2011-08-30 19:56:27.173280000
6615,1448,1383,5,2011-08-30 19:58:43.434799872
6616,1162,1449,1,2011-08-30 20:47:31.322160128
6617,882,304,1,2011-08-30 20:54:05.982039808
6618,1162,1317,2,2011-08-30 23:07:46.468969984
6619,1317,1162,2,2011-08-30 23:08:59.151000064
6620,304,468,1,2011-08-30 23:24:14.157979904
6621,468,304,1,2011-08-30 23:24:48.025850112
6622,1449,1162,1,2011-08-31 00:28:58.672110080
6623,465,882,8,2011-08-31 02:10:27.445139968
6624,1094,882,1,2011-08-31 02:57:12.074350080
6625,921,204,4,2011-08-31 07:45:21.331480064
6626,204,921,4,2011-08-31 07:47:49.872629760
6627,1354,112,1,2011-08-31 09:38:56.084189952
6628,41,1352,1,2011-08-31 09:52:49.252540160
6629,35,1446,1,2011-08-31 10:05:02.371680000
6630,35,1450,1,2011-08-31 10:05:15.616209920
6631,35,1451,1,2011-08-31 10:09:36.559129856
6632,1451,35,4,2011-08-31 10:12:51.285789952
6633,1386,1394,1,2011-08-31 12:46:23.592140032
6634,243,141,2,2011-08-31 18:25:38.572989952
6635,35,1452,1,2011-09-01 16:38:30.329910016
6636,1452,35,1,2011-09-01 16:53:56.586080000
6637,546,1376,1,2011-09-01 19:54:06.858190080
6638,1386,705,1,2011-09-01 20:42:28.249560064
6639,1410,775,2,2011-09-01 21:20:15.339729920
6640,705,1386,2,2011-09-01 22:06:52.195010048
6641,1384,905,1,2011-09-01 22:07:47.546840064
6642,1376,546,1,2011-09-02 01:36:43.357709824
6643,664,1443,-10,2011-09-02 04:09:27.894340096
6644,1366,1453,1,2011-09-02 05:33:50.756230144
6645,1453,1366,1,2011-09-02 05:34:38.324320000
6646,786,592,1,2011-09-02 05:52:18.028700160
6647,592,786,1,2011-09-02 05:53:09.883490048
6648,95,1441,1,2011-09-02 14:50:28.250569984
6649,775,1454,2,2011-09-02 19:21:14.675719936
6650,1454,775,2,2011-09-02 19:23:47.959729920
6651,905,1384,1,2011-09-02 19:30:16.351919872
6652,1396,587,1,2011-09-02 20:38:18.911459840
6653,587,1396,1,2011-09-02 20:38:52.494640128
6654,1451,1455,1,2011-09-02 20:44:53.864770048
6655,1455,1451,1,2011-09-02 20:49:50.814769920
6656,1396,163,2,2011-09-02 21:14:24.504310016
6657,163,1396,2,2011-09-02 21:14:38.693459968
6658,225,1368,1,2011-09-02 21:16:32.951559936
6659,1439,1018,4,2011-09-02 22:01:40.134740224
6660,35,1217,4,2011-09-02 22:26:15.698370048
6661,35,775,2,2011-09-02 22:29:41.906339840
6662,1018,1439,4,2011-09-02 22:51:21.715200000
6663,546,1456,1,2011-09-02 23:10:58.297489920
6664,546,1384,1,2011-09-02 23:38:20.061120000
6665,546,1451,1,2011-09-02 23:45:45.002560000
6666,280,1456,2,2011-09-03 01:31:40.521840128
6667,1456,546,1,2011-09-03 02:02:39.374850048
6668,1456,280,1,2011-09-03 02:02:51.765670144
6669,1447,35,1,2011-09-03 04:22:11.698210048
6670,1,1447,1,2011-09-03 05:35:15.438640128
6671,1348,687,1,2011-09-03 07:19:50.892260096
6672,592,1396,1,2011-09-03 07:25:25.759049984
6673,1396,592,1,2011-09-03 07:25:36.165819904
6674,1217,35,5,2011-09-03 09:26:52.184050176
6675,1368,228,3,2011-09-03 10:27:34.013730048
6676,228,1368,1,2011-09-03 10:41:35.847539968
6677,1456,1457,1,2011-09-03 23:44:17.702960128
6678,1457,1456,1,2011-09-03 23:51:35.724989952
6679,7,417,5,2011-09-05 01:23:00.570190080
6680,1201,1334,2,2011-09-05 05:41:48.236460032
6681,1334,1201,2,2011-09-05 05:44:06.580100096
6682,1348,1458,1,2011-09-05 06:26:58.964730112
6683,1458,1348,1,2011-09-05 06:30:54.046569984
6684,664,1334,2,2011-09-05 08:49:29.480790016
6685,35,1459,1,2011-09-05 12:09:23.791980032
6686,35,1460,1,2011-09-05 13:00:58.557179904
6687,1217,550,1,2011-09-05 14:51:38.149449984
6688,550,1217,1,2011-09-05 14:52:23.386490112
6689,882,1438,1,2011-09-05 15:39:21.560070144
6690,882,1348,1,2011-09-05 16:07:24.029030144
6691,1348,882,1,2011-09-05 16:08:51.145530112
6692,1334,1217,1,2011-09-05 18:52:17.026170112
6693,1217,1334,1,2011-09-05 18:57:21.247040000
6694,1217,1458,1,2011-09-05 20:05:17.588339968
6695,1458,1217,1,2011-09-05 20:34:12.514899968
6696,1018,882,1,2011-09-06 00:01:02.412729856
6697,1345,1406,1,2011-09-06 14:33:26.427589888
6698,1406,1345,1,2011-09-06 15:19:56.409329920
6699,573,1461,2,2011-09-06 17:22:09.052000000
6700,1461,573,2,2011-09-06 17:23:53.333939968
6701,1217,905,1,2011-09-06 20:52:40.209750016
6702,41,1384,1,2011-09-07 00:48:45.497900032
6703,1384,41,1,2011-09-07 01:43:23.091269888
6704,1458,1406,1,2011-09-07 05:09:27.213530112
6705,1201,272,5,2011-09-07 07:55:04.332400128
6706,1217,1354,1,2011-09-07 11:05:55.945939968
6707,1217,1300,1,2011-09-07 11:28:21.773449984
6708,1300,1217,1,2011-09-07 11:35:21.291480064
6709,1462,1217,3,2011-09-07 17:32:13.174830080
6710,1386,546,1,2011-09-07 17:58:34.008489984
6711,1464,1439,2,2011-09-08 01:38:49.540250112
6712,1439,1464,2,2011-09-08 01:42:39.439680000
6713,1368,592,3,2011-09-08 09:35:39.387259904
6714,592,1368,1,2011-09-08 09:38:09.561400064
6715,641,1461,2,2011-09-08 11:16:34.060240128
6716,1354,1465,2,2011-09-08 12:47:05.978870016
6717,1354,1217,2,2011-09-08 12:49:32.668969984
6718,1252,1466,1,2011-09-08 17:38:32.911119872
6719,1466,1252,1,2011-09-08 17:41:11.901220096
6720,1368,1467,3,2011-09-08 23:39:16.910629888
6721,1467,1368,3,2011-09-08 23:40:57.450149888
6722,1396,1400,1,2011-09-09 01:49:20.846899968
6723,1461,641,3,2011-09-09 03:50:34.937289984
6724,1201,1451,3,2011-09-09 06:36:24.611569920
6725,1451,1201,3,2011-09-09 06:44:28.528160000
6726,1094,1400,1,2011-09-09 18:56:52.766449920
6727,1400,1094,2,2011-09-09 18:57:16.103100160
6728,1400,1396,1,2011-09-09 19:07:46.546870016
6729,1396,1468,1,2011-09-09 22:57:39.286099968
6730,1468,1396,1,2011-09-09 23:33:06.024120064
6731,1383,1447,1,2011-09-10 00:26:10.404540160
6732,1447,1383,1,2011-09-10 00:27:11.562149888
6733,1396,449,1,2011-09-10 01:24:35.445430016
6734,1396,1470,1,2011-09-10 02:36:53.573529856
6735,1470,1396,1,2011-09-10 02:55:28.374030080
6736,1396,1471,1,2011-09-10 07:52:33.387049984
6737,1471,1396,1,2011-09-10 07:53:42.844379904
6738,1317,1396,2,2011-09-10 14:40:16.929580032
6739,540,272,3,2011-09-10 19:37:20.047909888
6740,1458,1472,1,2011-09-10 22:08:47.029659904
6741,104,1464,5,2011-09-10 22:29:19.721880064
6742,104,535,5,2011-09-10 22:29:28.623480064
6743,1472,1458,1,2011-09-11 08:43:04.718050048
6744,1334,1473,1,2011-09-11 14:55:48.991739904
6745,1473,1334,1,2011-09-11 14:59:05.860780032
6746,1368,1334,3,2011-09-11 16:29:12.251010048
6747,35,1474,1,2011-09-11 17:13:22.470299904
6748,417,1475,2,2011-09-11 17:43:08.600039936
6749,1474,35,1,2011-09-11 19:34:47.678509824
6750,1334,705,1,2011-09-11 23:22:42.719510016
6751,1198,1290,1,2011-09-12 01:54:32.598249984
6752,1290,1198,1,2011-09-12 03:17:49.434520064
6753,1185,1317,2,2011-09-12 04:13:09.596450048
6754,204,1476,1,2011-09-12 09:14:50.048360192
6755,1476,204,1,2011-09-12 09:15:14.461710080
6756,272,705,2,2011-09-12 18:51:18.143280128
6757,705,272,2,2011-09-12 18:53:24.876740096
6758,1468,1477,1,2011-09-12 20:00:02.366190080
6759,1477,1468,1,2011-09-12 20:03:16.572290048
6760,41,1377,2,2011-09-12 22:24:08.457179904
6761,1377,41,2,2011-09-12 22:24:35.928829952
6762,35,1463,1,2011-09-13 07:57:46.692679936
6763,1463,35,1,2011-09-13 07:58:29.262469888
6764,35,1478,1,2011-09-13 08:01:41.791929856
6765,1162,882,2,2011-09-13 10:40:32.362070016
6766,1478,35,1,2011-09-13 10:48:10.773829888
6767,1478,112,1,2011-09-13 10:56:02.414500096
6768,566,546,1,2011-09-13 15:21:31.170939904
6769,546,566,1,2011-09-13 15:27:03.167720192
6770,566,1477,2,2011-09-13 17:22:41.698589952
6771,921,592,3,2011-09-13 18:03:54.616590080
6772,592,921,3,2011-09-13 18:04:59.886300160
6773,546,1479,1,2011-09-13 18:17:26.141040128
6774,1479,546,2,2011-09-13 18:19:43.355849984
6775,1477,566,2,2011-09-13 18:54:30.708230144
6776,1334,1480,1,2011-09-13 23:02:24.597219840
6777,1480,1334,1,2011-09-13 23:02:43.717080064
6778,592,1317,3,2011-09-14 00:32:55.440640000
6779,1317,592,3,2011-09-14 00:33:46.479099904
6780,186,1376,1,2011-09-14 12:45:59.003719936
6781,710,882,1,2011-09-14 15:09:59.087990016
6782,1465,1354,2,2011-09-14 15:11:38.624800000
6783,566,1217,2,2011-09-14 15:26:00.219069952
6784,1217,566,2,2011-09-14 15:26:03.486910208
6785,1217,1252,1,2011-09-14 15:34:11.298360064
6786,1252,1217,1,2011-09-14 15:35:12.085260032
6787,1217,1481,1,2011-09-14 16:03:06.242470144
6788,1481,1217,1,2011-09-14 16:07:20.402980096
6789,1348,1482,1,2011-09-14 19:23:23.722130176
6790,1482,1348,1,2011-09-14 19:25:26.855830016
6791,1376,186,1,2011-09-14 23:00:57.626589952
6792,592,149,2,2011-09-15 01:13:29.974809856
6793,149,861,2,2011-09-15 01:20:05.495559936
6794,149,592,2,2011-09-15 01:20:08.748500224
6795,1217,705,1,2011-09-15 09:08:14.791399936
6796,705,1217,1,2011-09-15 09:10:11.910089984
6797,705,35,1,2011-09-15 09:20:19.604259840
6798,35,705,1,2011-09-15 09:21:53.267360000
6799,249,1477,2,2011-09-15 12:46:33.335059968
6800,1477,249,2,2011-09-15 12:47:37.444740096
6801,1386,1479,1,2011-09-15 17:09:17.707089920
6802,35,1482,1,2011-09-15 17:45:05.266510080
6803,1482,35,1,2011-09-15 17:46:09.974149888
6804,1479,1386,2,2011-09-15 18:28:26.128620032
6805,35,1483,1,2011-09-15 19:44:45.141449984
6806,35,1484,1,2011-09-15 19:44:55.319539968
6807,1386,1457,2,2011-09-15 20:46:14.586129920
6808,1383,41,1,2011-09-15 22:05:35.986850048
6809,882,1383,4,2011-09-15 22:16:39.454889984
6810,1368,1201,4,2011-09-16 02:41:07.556640000
6811,1368,1162,3,2011-09-16 18:38:06.286809856
6812,1406,1458,1,2011-09-16 22:31:30.323209984
6813,184,17,2,2011-09-16 23:59:35.674409984
6814,280,387,1,2011-09-17 01:05:33.422689792
6815,387,280,1,2011-09-17 01:07:31.658139904
6816,1483,35,1,2011-09-17 03:07:09.529149952
6817,35,823,1,2011-09-17 20:06:50.050790144
6818,823,35,1,2011-09-17 20:08:54.885509888
6819,1406,823,2,2011-09-17 22:58:21.872629760
6820,823,1406,1,2011-09-17 23:32:06.176790016
6821,1317,1353,1,2011-09-18 01:26:42.691660032
6822,1353,1317,1,2011-09-18 01:27:56.161309952
6823,309,1368,1,2011-09-18 01:32:32.951569920
6824,280,905,1,2011-09-18 17:49:58.896809984
6825,905,280,1,2011-09-18 17:50:17.446190080
6826,35,280,1,2011-09-18 18:33:09.319369984
6827,280,35,1,2011-09-18 18:36:18.450949888
6828,7,465,3,2011-09-18 21:11:57.596400128
6829,465,7,3,2011-09-18 21:12:42.450639872
6830,540,1162,3,2011-09-19 20:15:39.803649792
6831,540,1,10,2011-09-19 20:17:16.334230016
6832,540,1486,1,2011-09-19 21:25:28.450649856
6833,1386,1488,1,2011-09-20 02:40:32.108210176
6834,1488,1386,1,2011-09-20 02:46:51.709100032
6835,1486,540,1,2011-09-20 03:05:10.383059968
6836,546,353,2,2011-09-20 03:19:12.688469760
6837,353,546,1,2011-09-20 03:28:34.970099968
6838,41,777,3,2011-09-20 10:02:28.512640000
6839,1217,777,2,2011-09-20 11:52:33.322680064
6840,777,1217,2,2011-09-20 12:00:54.407130112
6841,1217,1486,1,2011-09-20 13:49:28.376260096
6842,1486,1217,1,2011-09-20 13:49:52.770350080
6843,35,1486,1,2011-09-20 15:57:35.050560000
6844,1486,35,1,2011-09-20 15:58:38.178230016
6845,1457,1386,1,2011-09-20 16:10:46.808110080
6846,1162,1386,1,2011-09-20 17:21:56.000130048
6847,280,1217,4,2011-09-20 18:51:06.671960064
6848,1217,280,3,2011-09-20 18:51:44.608669952
6849,1473,1037,1,2011-09-20 18:59:50.594670080
6850,280,7,4,2011-09-20 19:08:53.763709952
6851,1217,523,1,2011-09-20 19:09:04.259520000
6852,7,280,2,2011-09-20 19:09:13.444150016
6853,523,1217,1,2011-09-20 19:09:15.017849856
6854,439,1489,1,2011-09-20 20:22:41.781549824
6855,280,1473,1,2011-09-20 21:02:34.183749888
6856,1473,280,1,2011-09-20 21:05:47.584630016
6857,280,1490,1,2011-09-20 22:24:20.627150080
6858,1490,280,1,2011-09-20 22:26:50.629129984
6859,280,1491,1,2011-09-20 23:09:23.899490048
6860,1491,280,1,2011-09-20 23:19:02.693989888
6861,6,280,1,2011-09-21 02:29:05.765029888
6862,280,6,1,2011-09-21 02:29:31.819379968
6863,280,1447,1,2011-09-21 02:53:34.017529856
6864,1447,280,1,2011-09-21 03:00:18.718710016
6865,1486,523,1,2011-09-21 16:10:24.841029888
6866,523,1486,1,2011-09-21 16:18:50.799650048
6867,1396,1477,1,2011-09-21 17:20:44.021270016
6868,35,1288,1,2011-09-21 17:30:38.728450048
6869,280,1493,1,2011-09-21 20:10:06.235009792
6870,1493,280,2,2011-09-21 20:11:17.568770048
6871,1396,1375,1,2011-09-22 04:13:32.200140032
6872,1288,35,1,2011-09-22 10:00:15.709990144
6873,1386,1379,-1,2011-09-22 19:52:38.382850048
6874,1473,129,2,2011-09-22 20:20:59.981560064
6875,540,1473,1,2011-09-23 00:28:03.390949888
6876,1473,540,1,2011-09-23 00:29:05.629139968
6877,1438,546,2,2011-09-23 02:55:59.884749824
6878,41,1217,1,2011-09-23 16:00:37.120399872
6879,1217,41,1,2011-09-23 16:53:41.419889920
6880,1383,1222,1,2011-09-24 14:52:57.405050112
6881,1222,1383,2,2011-09-24 15:28:55.125420032
